review_id,product_id,category,category_label,rating,text,pros,cons,date
24941,6477,sport,Спорт и отдых,5,"Отличный спортивный костюм. Тоненький. Для ребенка 7 л 5 мес, размер 134 немного с запасом. А для ребенка 6 л заказали размер 128 тоже немного с запасом.",,,2026-04-30
24942,6477,sport,Спорт и отдых,4,"В место 134 размер положили 122 размер, повторно заказали. Костюм хороший, тоненький. Ребенку 6 лет брали 128 раз немного с запасом.",,,2026-04-29
24943,6477,sport,Спорт и отдых,4,Носит в садике 2р в неделю на футбол. Колени чучуть вытянул сб и посветлели,Костюмчик хороший для физических упражнений,На коленях быстро посветлели трико,2026-04-17
24944,6477,sport,Спорт и отдых,1,,,"Ужас просто. В том году покупала именно такой, решила в этом году на размер побольше заказать, дак пришел такого же размера как и в том году и сильно тоньше. А вот сервый нормальный и ткань и размер",2026-04-03
24945,6477,sport,Спорт и отдых,5,,"Сшит хорошо, швы ровные. Трикотаж тонкий, но для занятий спортом то что нужно! Не жарко и не синтетика. Единственное что мне показалось, маломерит. Дочь носит вещи 128, а это 134 впритык.",,2025-08-16
24946,6478,sport,Спорт и отдых,5,,Костюм летний с шортами заказывала для супруга на лето. Очень понравился фасон. 🔥 Хороший цвет. Смотрится очень стильно и качественно. Все швы хорошо обработаны. Очень довольный,,2026-05-23
24947,6478,sport,Спорт и отдых,5,,"Заказывала папе на лето, ему село хорошо, ткань хорошая, на жаркую и теплую погоду прям самое то. И доставка быстрая",,2026-05-22
24948,6478,sport,Спорт и отдых,5,Очень красивый цвет,"Хороше качество, дышащий материал, на лето самое то. Швы тоже, со всех сторон качественные, нитки нигде не торчат. Со стороны выглядит супер. Если хотите оверсайз, берите на размер больше. Не маломерит, не больше мерит, сидит в самый раз. Покупкой довольны",-,2026-05-20
24949,6479,sport,Спорт и отдых,5,Это наш второй костюм вашей фирмы,"Понравились все и модель и ткань очень приятная. У дочери рост 110, взяли 116 ,есть запас",Минусов нет,2026-03-11
24950,6480,sport,Спорт и отдых,5,,"Сам костюм не плохой,НО заказывали курьером / пришел в катушках причем на штанах или ворсинки это , ладно бы было ,но размер не подошел (маломерка) Прошу одобрить возврат, заказала на размер больше , снижать оценку вам не хочу, возможно у него такой материал .",,2026-07-01
24951,6480,sport,Спорт и отдых,5,"Очень крутая задумка, но из-за толстой и теплой ткани красиво сядет только на супер стройных девушек. А так меня всю обтянуло и увеличило х2. Сделайте такой с тканью без начеса, чтоб она не облегала,а струилась, будет огнище🙏",Задумка,,2026-04-23
24952,6480,sport,Спорт и отдых,1,,Задумка фасона огонь. Но на этом все.,Материл синтетика. У такого материала два минуса жарко и потеешь и мерзнешь. У меня был такой костюм такого же качества. . Поменяйте качество материала может и получится прикольный костюм.,2026-03-21
24953,6481,sport,Спорт и отдых,5,"Хороший спортивный костюм, плотный трикотаж, в размер, хорошо упаковано, пришёл быстро, яркий, швы ровные, всё хорошо прошиты, на 48 заказала 50, сел хорошо, свободно. Спасибо продавцу. Рекомендую к покупке.",,,2026-07-25
24954,6481,sport,Спорт и отдых,5,"Яркий цвет. Размер соответствует. Хорошее качество пошива такань натуральная однозначно. Несколько смущает белая молния, но за такие деньги я на это внимание не обращаю.",,,2026-07-24
24955,6481,sport,Спорт и отдых,5,"Отличный костюм ,сам материал мягкий , очень приятный к телу ,швы просто идеальные,ни одной ниточки .Цвет очень ,красивый .И очень порадовала цена .Спасибо Вам большое ,за такой костюм ,давно я не встречала такого качества .",,,2026-07-23
24956,6481,sport,Спорт и отдых,5,"У меня уже есть такой костюм серого цвета,замечательный, хотела купить ещё,но к сожалению цвет вообще не подошёл, качество замечательное,если бы были ещё разнообразие цвето не таких ярких,более приглушённых тонов,поклонников вашего товара прибавилось в разы.",,,2026-07-22
24957,6482,sport,Спорт и отдых,5,,"Отличный костюм. Тем более за такую цену. Нам 2 и 8, взяла р-р на 4 года, великоват конечно, но на следующий год ещё пойдёт.",,2026-05-30
24958,6482,sport,Спорт и отдых,5,,"Костюм очень красивый. Брала сыну в садик. Носим каждый день потому что очень нравится сыну, естественно стирается тоже каждый день, цвет не выстирывается не линяет.",,2026-05-28
24959,6483,sport,Спорт и отдых,5,,"Термос очень качественный, удобный и стильный! Купила дочке и внучкам для поездки на поезде. Спасибо большое продавцу за быструю доставку и качественную упаковку товара. К покупке рекомендую однозначно!",,2026-07-23
24960,6483,sport,Спорт и отдых,5,"Я в шоке.... Термос за 400 рублей... Так ещё и литровый. Купил пару дней назад и вот сегодня был очень приятно удивлëн! Думал что будет протекать, быстро остывать и тд. Но... Нет... Залил кофе в 3:30 часа ночи, и вот уже два часа дня, а кофе горячий. Класс, просто великолепно! Спасибо большое продавцу!",,,2026-07-22
24961,6484,sport,Спорт и отдых,4,"Снимаю одну звезду за протекание. Плотно закрываю и смкрышки все равно протекает содержимое, тепло держит с 7 вечера до 3х ночи, в принципе нормально, но нет заявленных 12 часов",,,2025-08-29
24962,6485,sport,Спорт и отдых,4,"Заказала два термоса,на пункте проверила только одну,с котором всё хорошо!Другая с дефектом,греется не держит тепло,пахнет пластиком,внешне тоже с дефектом(кипяток наливала одновременно с одного чайника.",,,2026-07-25
24963,6485,sport,Спорт и отдых,3,"После первого же использования перестал правильно показывать градусы, всё время стоит на отметке 27. И внутри что-то стало шуметь, как-будто шарик перекатывается, не поняли, не били, не бросали.",,,2026-07-11
24964,6485,sport,Спорт и отдых,1,,Нечего,"Температура не держит , в карточке товара указано то что 6 часов но по факту и 30 минут не держит тепло , разочарована очень !!!",2026-06-10
24965,6485,sport,Спорт и отдых,1,,,"Решила обновить термос, брала эту же модель ранее, но там начала ржаветь батарейка. Взяли в дорогу для ребенка, итог: в аэропорту остались без воды потому что термос нифига не держит температуру от слова совсем + ко всему вода меняет вкус. А между прочим его берут для детей. Мне вот интересно, а есть у товара сертификат качества? Вообще не рекомендую к покупке. Можно было бы если поставить оценку ниже, то сделала это с большой радостью.",2026-02-23
24966,6485,sport,Спорт и отдых,1,Не рекомендую к покупке тепло держит не долго налил кофе кипяток на улице 4 градуса тепла было через час в ехал в машине стало ели тёплое,,,2026-02-21
24967,6485,sport,Спорт и отдых,1,,,"Купила для воды под детскую смесь Удобно на прогулках, видно какой температуры вода Но воняет ужасно, как только я его ни мыла, страшно ребёнку было давать Выкинула в итоге",2026-01-04
24968,6485,sport,Спорт и отдых,3,,,"Сам термос хороший, но он через скорое время не сохранял тепло, а штука которая показывала градусы вообще отвалилась! И градусы он не правильно показывал (типа он показывал с начала большой градус, а через секунду уже показывал под ноль)",2026-01-03
24969,6486,sport,Спорт и отдых,5,,"Термос огонь, брали для поездок. Чай заваривать удобно через ситечко, крышку использую как кружку. Всё продумано, покупкой довольны на все 100",,2026-07-22
24970,6486,sport,Спорт и отдых,5,,"Пользуюсь почти неделю, впечатления отличные. Вмещает много, 1,5 литра хватает на весь день, снаружи выглядит надежно и приятно лежит в руке 😊",,2026-07-22
24971,6486,sport,Спорт и отдых,5,"Отлично сохраняет тепло, про 24 часа не скажу, нам столько было не надо, но наливали кипяток утром, до середины дня он кипятком и остался, кружечка небольшая, хорошо, что ручка не греется.",,,2026-07-19
24972,6487,sport,Спорт и отдых,3,"В карточкн товара пробка-кнопка, а не пустотелая пластиковая затычка. Че за?.. Термос нужен, потому забрал. А так бы обратно отфутболил этому продавцу.",,,2026-07-20
24973,6487,sport,Спорт и отдых,5,"Термос хорошего качества, даже не ожидала за такую цену, держит тепло около 8 часов, но мне больше не нужно. Использую для кофе, чтобы брать на работу, не люблю растворимое",,,2026-07-16
24974,6487,sport,Спорт и отдых,3,"Сам термос не плохой, красивый внешний вид Но кипяток держит не очень хорошо, через 12 часов открыла , налила теплый не кипяток Мне нормально , лучше не обожглась А кто любит кипяток , не советую",,,2026-07-15
24975,6487,sport,Спорт и отдых,5,"Был похожий, сначала держал тепло, потом перестал, как я понял по информации из интернета, там между стенками вакуум, герметичность пропадает и термо тоже. Этой покупкой пока доволен держит кипяточек довольно долго, рекомендую.",,,2026-07-13
24976,6487,sport,Спорт и отдых,4,"Если буде такой запах и дальше -термос на свалку, сейчас не пригоден для использования, четыре звёзды за внешний вид -всё же старались.","Компактный,есть чашка для напитков","Воняет пластиком после 3 промывок и отстоев с кипятком,за 8 часов кипяток остывает до 40 -38 градусов.",2026-07-13
24977,6487,sport,Спорт и отдых,1,"С самого начала плохо себя показал. Но спустя 2 месяца вообще пришел конец. Корпус сразу становится горячим и содержимое остывает как в обычной чаше. Он у меня не получал никаких повреждений, не падал. Не советую",,,2026-07-08
24978,6488,sport,Спорт и отдых,5,,"Брала, чтобы заваривать травы и носить на работу. Очень довольна приобретением: эстетичный, приятный на ощупь, функциональный. Надеюсь, прослужит долго. Благодарю и рекомендую",,2026-03-02
24979,6488,sport,Спорт и отдых,5,,"Замечательный термос. Мне как раз нужен был маленький, чтобы в сумку вмещался. Тепло держит хорошо, не проливается. При прогулке в -15 за 2 часа вода такая же теплая. Целый день тепло не проверяла, но я считаю, что такой маленький только для прогулок. Для походов есть большие термосы.",,2026-02-21
24980,6488,sport,Спорт и отдых,1,"Даже после того как я предварительно наливаю в эту термобутылку крутой кипяток, а после наливаю кофе. Через час он уже просто горячий. Через два можно пить прямо из бутылки. После того как нальёшь, верхняя пятая часть бутылки и крышка тёплые. То есть колоссальные потери тепла и без того маленького объёма. Одна звезда за обман в названии ""термос"" и фикция с фотографиями с термометрами.",Красивая термобутылка.,Конструкция с одной крышкой по определению не может быть термосом.,2026-02-09
24981,6488,sport,Спорт и отдых,4,,"Сам термосик хороший, удобный. Но, как и писали в отзывах - резинка уплотнитель с крышки падает в чай. Что с этим делать, не знаю. Клеить как то не хочется",,2025-05-29
24982,6488,sport,Спорт и отдых,5,"Температуру держит хорошо. По времени не засекала, но несколько часов точно.",Хороший крмпактный термос. Удобный. Влезает даже в маленький рюкзак.,Всë хорошо.,2025-04-29
24983,6488,sport,Спорт и отдых,5,"Отличный термос, но пришлось купить второй так как потеряла силиконовую вставку в крышке, а отдельно не купить. И вот это огромный минус к продавцу! Такие вещи должны быть в продаже чтобы не приходилось каждый раз покупать целый термос!",,Отсутствие в продаже отдельно силиконовых вставок в крышку!,2025-04-24
24984,6488,sport,Спорт и отдых,5,,"Как получила, сразу залила кипяток. Спустя 6-ть часов вода была достаточно горячей. Оставила на ночь, утром вода была ещё тёплой.(Мне не надо на такой длительный период времени). Так что свою функцию выполняет на отлично. Брала с собой в сумку на улицу в холод - 21 градус (вода комнатной температуры) через 3- часа вода осталась такой же. К покупке рекомендую.","Пару раз резинка слетала с крышки и оставалась на горлышке, мне не критично.",2025-01-22
24985,6489,sport,Спорт и отдых,4,,"Термос брала для запаривания шиповника, удобно, что с ситечком. Симпатичный, удобный.","Температурные потери в среднем за час 9-10 градусов, то есть в 12 залила кипяток, в 5 настой 35-40 градусов. Ситечко маловато на 2 чайные ложки. И еще не понравилась сталь внутри, не глянцевая, т.е. будет впитывать запахи и цвет настоев",2026-07-21
24986,6490,sport,Спорт и отдых,3,,,"Термос внешне очень симпатичный и как будто бы надежный, но уже при втором заваривания начал протекать. В итоге, на выброс",2026-05-30
24987,6490,sport,Спорт и отдых,5,,"Термос хороший, не правильно по началу закрывала и тëк, когда начала завинчевать крышку в открытом состоянии и после того как закрутила и закрыла уже, небыло никаких протечек. Термос очень понравился.",,2026-05-03
24988,6490,sport,Спорт и отдых,5,,"Брала сыну, берёт на работу, говорит держит горячий кофе хорошо. От себя добавлю- выглядит стильно. Спасибо за качество, надеюсь прослужит долго",,2026-04-11
24989,6490,sport,Спорт и отдых,5,"Самый лучший термос! Очень продуманный: мешок для переноски, удобные ручки как на кружке, так и на самом термосе. Тепло держит отлично. Стоит своих денег на 100%",Пришел хорошо упакованный.,,2026-04-07
24990,6490,sport,Спорт и отдых,1,"Работая на железной дороге, термос проходил нормальную эксплуатацию, но спустя 4 месяца плюс минус каждодневного использования начал пропускать напиток по крышке, очень неприятно было это узнать, а еще больше этим пользоваться. Если нужен термос одноразка, то неплохой вариант, но надежность это не его, лучше взять Арктику)","Удобный, эргономичный",Износоустойчивость,2026-03-28
24991,6490,sport,Спорт и отдых,1,разочарование за такие деньги,размер,"механизм на открытии крышки постоянно вылетает, не знаю брак это или что, но пользоваться невозможно",2026-03-19
24992,6490,sport,Спорт и отдых,5,"Очень хороший товар. Удобный, хорошо держит температуру воды, большая удобная кружка, лёгкий.","Приятный цвет, удобные функциональные ручки, есть сетка для заварки, очень удобная и достаточно объёмная кружка на 300 мл, удобно открывается крышка и есть чехол для хранения термоса и его переноски",,2025-12-31
24993,6490,sport,Спорт и отдых,5,"Термос превзошел ожидания! Объем 1.2 л это то, что нужно. Удобная система заваривания с ситечком позволяет пить чистый чай без чаинок. Крышка = чашка очень практична. Отдельное спасибо за комплект: стильный чехол, ремешок и щеточка для чистки входят в набор. Летом планирую использовать для холодных напитков. Качественный, красивый внешне, отличный вариант и для себя, и в качестве подарка. Советую!","Качество, дизайн",,2026-03-11
24994,6490,sport,Спорт и отдых,5,"Реально крутая вещь! Держит кипяток более 8 часов, затем градусы понижаются, через 12 часов в термосе теплая вода, удобно кому надо например с утра выпить тепленькую водичку,",Просто ВАУ! Реально крутая вещь!,,2026-02-27
24995,6490,sport,Спорт и отдых,3,,"Стильный, держит кипяток около 5 часов","Крышка у кружки стальная, налив туда чай, сразу же нагревается, можно обжечься, а поставив её на снег тут же чай холодный. Верхняя часть воды в термосе холоднее, чем внизу. Когда чай заканчивается, капает из термоса капелькаси, хотя если снять крышку можно ещё две кружки набрать. Не советую",2026-02-16
24996,6491,sport,Спорт и отдых,3,"Если налить кипяток и закрыть, то при маленькой тряске крышка вылетает и весь кипяток у вас на руках. Конструкция под конус очень плохой вариант и исполнения. Если наливать тёплый напиток, то крышка держится.",,,2026-07-25
24997,6491,sport,Спорт и отдых,5,"Купила ещё одну! Теперь у меня две одинаковые герметичные термокружки, ничего не проливается. Кружка ровно 500 мл. Использую для приготовления йогурта (нужно держать температуру 4-6 часов). Всё отлично! Широкое горлышко очень удобно при заполнении и мытье после использования. Цена приятная! Рекомендую к покупке!",,,2026-07-23
24998,6491,sport,Спорт и отдых,5,Точно как на фото! Ёмкость 500 мл. Использовала для приготовления домашнего йогурта (нужно было 6 часов держать температуру). Всё отлично! Пять звёзд из пяти! Рекомендую к покупке!,,,2026-07-09
24999,6491,sport,Спорт и отдых,5,Хорошая кружка. Выполняет свои функции. Сохраняет температуру напитка. Дизайн отличный. Удобно держать в руке и не скользит по поверхности. Доставили в срок. Рекомендую.,,,2026-07-18
25000,6491,sport,Спорт и отдых,1,"максимально не советую к покупке, налила кипятка и сделала кофе,пошла в другую комнату, так бутылка взорвалась, крышка отлетела, и весь кипяток вытек на меня, больше всего пострадал палец, ездили в ожоговый центр, отвратительная кружка была б, термо не взорвалась бы от кипятка, который был внутри, прошу возврат средств за такой случай и как минимум новую кружку!!! Если бы я не прикрылась руками, то я бы могла попрощаться с лицом тогда бы я вас засудила!",,,2026-07-15
25001,6491,sport,Спорт и отдых,4,"Кружка мне очень была нужна на работу, так как не всегда есть время на кофе. Сама кружка не нагревается что удобно. Налила кофе засекла время, через 4 часа кофе был еле тёплый. Обидно стало что где то в крышке она протекает .",Удобная,"Крышка протекает, тепло держит всего 4 часа",2026-07-15
25002,6491,sport,Спорт и отдых,2,"Красивая, удобная, не течет Но тепло держит мало Налила на ночь горячей воды в 23:30, в 3:00 вода была уже холодной 🙄",,,2026-07-14
25003,6491,sport,Спорт и отдых,3,,Красивый дизайн,"Но не более, заявлено время которое держится температура не верное, очень мало держит горячий чай, быстро становится холодным.",2026-07-12
25004,6491,sport,Спорт и отдых,5,"Объёмная, стильная, герметичная. Не скользит по столу, удобно держать. А главное, удобно с неё пить. В 18:15 налила кипяток, 23:15 вода была горячая, ~35-45°с. В офисе работаю, нужен надёжный устойчивый, стильный стакан. То что надо! Благодарю! 🍀",,,2026-07-12
25005,6492,sport,Спорт и отдых,4,"Снял звезду за маркетинговые приблуды. Реальный объём 400 мл. Этого вполне достаточно для термокружки, но 400 а не 450. Держит температуру 6-8 часов. Для термокружки этого достаточно, но 6-8, а не 12. Залил кипяток в три разные термокружки. После 10 часов и при окружающей температуре 26 град.: в данной термокружке температура 52 град., в другой термокружке, которая ""держит тепло 8ч"" - 56 град.","Эргономичный дизайн, всё удобно.",,2026-01-14
25006,6492,sport,Спорт и отдых,5,,"Термокружка классная. Брала мужчине в подарок, остался доволен. Не протекает, плотно закрывается, держит тепло хорошо. Антискользящее дно. Сама пользуюсь подобной. Рекомендую.",,2025-09-23
25007,6492,sport,Спорт и отдых,5,Рекомендую к покупке 👍,"Отличная термокружка, тестировала перед дарением. Держит кипяток 5 часов, через 10 часов вода было очень горячая.",,2025-02-20
25008,6492,sport,Спорт и отдых,5,,"Внешний вид не дешёвый, качественный. Брала в подарок, поэтому не проверяла как держит тепло. Но на первый взгляд очень хорошая кружка.",,2025-02-15
25009,6492,sport,Спорт и отдых,5,,"Прочность! Переехал солярис, крышка открылась, но термос целый остался! Тепло держит терпимо, хотите больше результата, сполосните кипятком перед использованием. Качество отличное на ощупь. Не протекает.",за пару месяцев не выявил,2025-01-19
25010,6492,sport,Спорт и отдых,3,"Брала на подарок, но упаковка вся помятая, рваная, так как никакой доп защиты нет. Пришлось вынимать из коробки и дарить без нее.",Кружка по качеству хорошая,Упаковка плохая,2024-10-03
25011,6492,sport,Спорт и отдых,4,"Если оставить веревочку от чайного пакетика, то как ни закручивай про герметичность можно забыть… впервые сталкиваюсь с подобным. Ну а коли ничего не вешать, то и не по течет. Часов на 6 тепло сохранит, градусов 50-60. Мне норм 👍",,,2024-08-16
25012,6493,sport,Спорт и отдых,3,"Пришёл с обычной крышкой. Цвет тёмный... В описании крышка с кнопкой и оранжевый. И самое что интересное , крышка с кнопкой не подойдёт, там нет наружной резьбы, только внутренняя для затычки. 3 звёзды. Фото прилагаю",Держит тепло,,2026-04-09
25013,6493,sport,Спорт и отдых,2,"Сразу не увидела на дне термоса вмятину. При заливке воды сразу становится горячим. Далее быстро вода остывает. Так что проверяйте при покупке сразу. Первый термос держит тепло сутки, не нагревается.",,,2022-06-24
25014,6493,sport,Спорт и отдых,4,"Вобщем не плохой. Смутило, что при осмотре в нутри была вода.... Чуть чуть. Но не рескнула забрать. Видимо кто то испытывал до меня и ему термос не понравился ( возможно протекал), видимо вернули. Я рисковать не стала. Извините. Но вообще неплохой. Может закажу позже такой. Спасибо",,,2022-06-04
25015,6493,sport,Спорт и отдых,2,"Вмятина на крышке. Вроде в коробке термос, как можно было поставить вмятину? В целом не плохой. Так как нужен был срочно и не в подарок, взяла. По времени удержания тепла справился.",,,2022-05-29
25016,6494,sport,Спорт и отдых,3,,"Термос классный , очень удобный , все как на фото","Немного течет 🥺незнаю может мне пришел брак .Уже решили с продавцом этот вопрос , продавец отзывчивый",2026-04-12
25017,6494,sport,Спорт и отдых,1,"Жаль, что сразу не проверила дома, и выкинула упаковку с ВБ... И не могла вернуть по браку.",Дизайн,Протекает через саму крышку. НЕ ЧЕРЕЗ КЛАПАН.,2026-01-12
25018,6495,sport,Спорт и отдых,5,Держит тепло даже дольше чем заявлено!!! Очень красивый термос!!!,Качественные материалы!! Класная упаковка Хирургическая сталь 316 Залетел как родной в подстаканник машины! Лучшая за свою цену!!!,,2025-03-16
25019,6496,sport,Спорт и отдых,5,"Суперский термос , тепло держит с 8 вечера до 9 утра вода осталась горячей. Это хороший подарок , мужу точно понравится. Рекомендую к покупке",,,2025-10-09
25020,6496,sport,Спорт и отдых,5,Очень понравился держит нужную температуру довольно долго,"Красивый, приятный на ощуп, не обращайте на следы на термусе это уже мы используем,но легко все чистится",,2025-01-20
25021,6496,sport,Спорт и отдых,2,"Большой, красивый. Ничем не пахнет. Правда пришёл мятый и я не заметила этого в пункте выдачи, так как вообще не стала его проверять( надеюсь, что, на ужержание тепла это не повлияет",,,2024-09-19
25022,6496,sport,Спорт и отдых,5,"Отличный термос. Через сутки содержимое было градусов 45-50. Планирую в нем травки и шиповник заваривать, хорошо подойдёт. Нравится и внешний вид, покрашено аккуратно, ровненько.",,,2024-03-06
25023,6497,sport,Спорт и отдых,5,"Заказывала в феврале, в холодную погоду не долго держит тепло, а вот летом хорошо не успевает остыть.","Удобный, практичный",В холодную погоду быстро остывает.,2026-05-27
25024,6497,sport,Спорт и отдых,1,"Здравствуйте! Я хотела вернуть товар по браку из-за того, что с одной стороны крышка прилегает, образуя щель. Продавец отклонил заявку, не увидев брака, заявив, что это норма. Но этот изъян влияет не только на эстетику. Если налить воду, то надо очень плотно с усилием закручивать крышку, иначе в горизонтальном положении вода протекает, появляются капли. В сумке данный термос надо носить только в вертикальном положении. Внимательно осматривайте термос перед покупкой. Не повторяйте моей ошибки, я этот изъян только дома увидела.",,,2026-03-21
25025,6497,sport,Спорт и отдых,1,"Здравствуйте! Я получила бутылочку, с виду целая, всё хорошо, а дома обнаружила, что крышка с одной стороны не прилегает плотно, остаётся зазор. Воду я не стала заливать, проверять плотно закрывается или нет, а решила сделать возврат и перезаказать другую.",,,2026-03-10
25026,6497,sport,Спорт и отдых,5,"Оказался очень удобным термосом. Чай долго остаётся горячим, ничего не протекает — идеально для прогулок, поездок и просто взять с собой из дома.",,,2026-03-15
25027,6497,sport,Спорт и отдых,5,"Дочка брала с собой в поездку, небольшой , так что и дома теперь в нем чай завариваем 👍","Отличный термос, держит, компактный удобно брать с собой 👍",,2026-03-11
25028,6497,sport,Спорт и отдых,5,"Кружку купила в замен своей старой. Приятная внешне, удобно держать за отверстие в крышке. В первый день провела тест: налила крутой кипяток в 8 часов вечера, утром вспомнила только 8.45. Прошло почти 13 часов, открыла, на удивление вода была не огненная, но давольно горячяя. Порадовало. Обычно в дорогу беру с собой кофе сваренный.",Была хорошо упакована. Не пострадала при доставке,,2026-03-06
25029,6497,sport,Спорт и отдых,5,"Отличная вещь для тех, кто ценит комфорт и тепло напитков вне дома. Так как живу на севере это то без чего на улицу ни ногой, поэтому выбор пал на термобутылку от Nappy club и я не прогадала. Компактная форма позволяет легко брать её с собой куда угодно, тепло держит хорошо и на долго.",,,2026-03-04
25030,6497,sport,Спорт и отдых,5,,"отличная термобутылка, которая полностью оправдывает свою цену и ожидания. Очень удобная и красивая! Взяла мужу на работу очень выручает на поле ,всегда под рукой .",,2026-02-27
25031,6497,sport,Спорт и отдых,5,"Очень удобный термос, особенно удобно брать с собой на прогулки с детьми. Удобно держать, действительно долго сохраняет температуру, не скользит.",,,2026-02-26
25032,6497,sport,Спорт и отдых,5,"Тепло держит уверенно. Понравилось, сто внутри есть ситечко, можно заваривать прям в термосе. Крышка с петелькой- хорошо придумано, удобно доставать и держать. Я довольна.",,,2026-02-26
25033,6497,sport,Спорт и отдых,5,"Купила термос дочке в школу. Идеально входит в боковой карман, сохраняет тепло на протяжении долгого времени, пить удобно и не горячо.",,,2026-02-25
25034,6497,sport,Спорт и отдых,5,,"Нереальной красоты термос, внимание уделено к каждой детали, уже опробовали с дочей на прогулке, тепло держит всю прогулку, и размер в самый раз",,2026-02-25
25035,6497,sport,Спорт и отдых,5,"Удобная петля для пальца на крышке. Ситечко есть,можно и с фруктами компот наливать с собой ребенку. Удобный объем,чтобы не тяжело таскать было. Термос понравился",,,2026-02-25
25036,6498,sport,Спорт и отдых,5,"Термос стал подтекать и плохо держать температуру. Обратился к продавцу по гарантии, продавец быстро отреагировал на мою просьбу и решил проблему положительно. Я остался доволен. Спасибо продавцу 👍 и производителю. Рекомендую.",,,2026-06-05
25037,6498,sport,Спорт и отдых,5,"Товар пришёл вовремя, термос не битый, всё целое, датчик температуры работает. Тестировал чуть меньше месяца. Вчера запарил термос в 8.30 вечера, термометр показал температуру 96 градусов, спустя 14 часов температура упала до 40 градусов, на фото видно, чай не то что кипяток, но горячий, это в домашних условиях, как будет работать зимой, время покажет. Конечно хотелось бы чтобы держал подольше. Удобно, что есть контейнер и ситечко для заварки, удобная кружка. Спасибо продавцу и производителю.",Всё хорошо 👍,,2026-06-02
25038,6498,sport,Спорт и отдых,1,"В жаре дом с 90градуосов температура упала до 80 и это за час и дома в жаре, вообще дно а не термос.",Нечего,Заявленное от продавца не соответствует реальности,2025-12-20
25039,6499,sport,Спорт и отдых,5,"Покрытие софт-тач. Принт яркий и классный, увидела и свело олдскулы. Объёмное нанесение не просто дешевая печать. Надеюсь, прослужит долго. Спасибо продавцу за классный термос. Будет здорово видеть, что линейка товаров и ламповых картинок будет расширяться - хотелось бы ещё ланчбокс увидеть, как минимум. Рекомендую к покупке, порадует и взрослых, и детей 100%!",,,2026-03-17
