full_text,sentiment
"Отказалась потому что она оказалось мне огромной, хотя заказала на размер меньше, возможно такая модель, смотрится не очень, ткань сильно шуршит, а в целом куртка неплохая Лёгкая, не тяжёлая",positive
"Заказывала в 3х цветах. Как оказалось, у бежевой самая хорошая ткань. Выбрала ее, хоть и предпочитаю черный цвет. И очень этому рада, теплая, красивая, сидит отлично Отличная качественная куртка!",positive
"Очень крутая куртка!! Идеально подошла длина на рост 164 см, размер S. Цвет и посадка супер 🔥 Жду теперь весну) Хорошо сидит ,удобная куртка",positive
"Хороший пуховик, спас меня в морозы . Воротник очень высокий и плотно прилегает, с шарфом не удобно. А так очень довольна.",positive
"Очень качественно пошит, детали и фурнитура порадовали. Теплый наверное. Плотный. Имеет вес. Возврат из-за узкой горловины, очень неудобная высота- упирается в подбородок. Чтобы было комфортно,нужно расстегнуть.",positive
"Точно не до минус 30, как в описании. При минус 18 уже нужно поддевать теплую кофту. До минус 20 самое то. Пуховик хороший. Пошит качественно. Удобные манжеты.",positive
"Пуховик оправдал мои ожидания, главное тёплый, пока в - 15 ношу, замок легко закрывается, размер 50 подошел. Если кто-то любит посвободней, надо на размер больше брать. Манжеты плотно прилегают, можно отвернуть, если длинный рукав. Длина на 164 ниже колен. Покупкой очень довольна (выбрала в сравнении с более стильным пуховиком этой же фирмы, т. к. Приоритет тепло и удобство).",positive
"Приятный, не маркий цвет пальто, плотно набито наполнителем Небольшая пройма и узковатый рукав, что не должно быть у верхней одежды, тем более зимней, надеть свитер или теплую кофту не получится, не позволит рукав, поэтому если хотите надеть что-то тепленькое надо брать на размер больше, но не знаю как будет выглядеть в этом случае посадка пальто в целом. Также высокий ворот капюшона впереди, если накрасить губы, то все будет на вороте, приходиться до конца не застегивать.",positive
"Красивый, качественный, стильный. Удобный, тёплый, не продувается. Понравились длинные манжеты и разрезы на кнопках. Очень практично чёрные детали в самых марких местах. Спасибо, я довольна покупкой",positive
"Отличный! Тёплый и добротный пуховик. Цвет на фото в карточке товара максимально приближен к реальности. Продумано всё до мелочей. Глубокие карманы. Трикотажные манжеты на рукавах. Капюшон несъёмный, регулируется шнурком. Водоотталкивающая ткань.Внизу по бокам по три кнопки для удобства. В комплекте фирменный пакет и инструкция. Рекомендую к покупке. Очень качественный пуховик Закрытая молния натирает подбородок в результате трения. Возможно это мой нюанс… Упакован был с плотный прозрачный пакет, но без повреждения.",positive
"Теплый пуховик. При росте 156 длина до середины икры. Проверка в -20 прошла на ""ура"". Верхнюю кнопку приходится расстёгивать, иначе очень туго с шарфом. При получении вся фурнитура в бумажной защите. В целом, я довольна. Пуховик шикарный по качеству! Получила кучу комплиментов. Спасибо продавцу и ВБ! Понравился цвет, качество ткани, фурнитура, длина. В мороз немного мёрзнут плечи, хотя наполнитель есть. Воротник очень высокий.",positive
"Не смогла померить, т.к.предыдущая мадам так неаккуратно застегнула молнию - внизу перекошено, то мы не смогли с сотрудницей ПВЗ расстегнуть её. Видимо, она его как свитер стянула с себя или через ноги...А так пуховик выглядит качественно, хорошо обработаны швы, добротный.",positive
"Теплый (-16), продумано все для удобства, молнии надежные, карманы . Понравилось что ворот изнутри черный. Ходить и шагать по лестнице удобно расстегнув пуговицы. Элементы замков были обернуты . Рукава удлиняются , тепло даже если без перчаток . Все аккуратно. Спасибо . На рост 168 -46 размер подошел . Цвет только я бы не назвала этот хаки, скорее серо-голубой.",positive
"Куртка не стоит этих денег и близко. Заклепки пришиты плохо, торчащие нитки, торчит даже пух из под швов! Петельки где завязывается пояс, торчат неопрятно!",negative
"куртка прикольная, на рост 172 подошел 46 р, но в плечах как будто большая(( ещё я не уверена, что зимой ее можно носить и будет ли в ней тепло, поэтому за это снимаю звезду",positive
"Дочери очень понравилась. Легкая, но теплая. Спасибо продавцу. Рекомендую к покупке. Заказали по одной цене, а пришла уже дороже. Так нельзя делать, мы расчитываем на ту сумму, по которой заказывали!!! Только по этому 4 звезды!!!!",positive
"Куртка просто бомба. Вот прям именно то, что искала. Уютная, теплая, не кривая. Чувствуешь в ней себя как дома. с поясом и без смотрится классно. За такую цену просто находка (если сравнивать с Торговыми центрами вообще копейки). Очень рекомендую!) наконец-то я не замерзну это зимой. Качество, плотность, ровные швы, отсутствие запаха, удобная, теплая!",positive
"Пуховик хорошо сшит, красивый, но отказ. Ткань верха такая, как была на прошлой куртке, мерзла. Побоялась брать. Но модель и качество пошива-великолепные.",positive
"Хороший, качественный пуховик , теплый. Длина хорошая, что можно сочетать как со спортивным стилем , так и с классическим. Упаковка отличная, упакован в сумку с ручкой. Чуть ошиблась с размером. Перезаказала.",positive
"Я очень хотела эту куртку, но мне не подошёл размер, а перезаказ стоил в два раза дороже чем ранее и мне пришлось перезаказатб за цену х2. Грустно что пришлось заплатить за одну и ту же куртку двойную цену, но я ее все же купила Мне понравилась эта куртка и я ее очень хотела",positive
"Взяли, лишь потому, что дочери принт понравился. Лично для себя не взяла бы. Единственное достоинство этой куртки это принт Фурнитура ужасного качества, чтобы застегнуть кнопки нужно приложить просто титанические усилия и чтобы расстегнуть тоже. В итоге через неделю кнопки отлетели, бегунок на молнии постоянно вылетает, карман разошелся по шву, пришлось отдавать в ателье доработать все эти косяки. С размерами тоже какая то ерунда, для свитшотов может быть такие размеры и имели бы место быть, но не для курток. Капюшон тоже не понравился, стоит как то не реально высоко. Считаю, что цена очень завышена. В данной ценовой категории есть более достойные изделия.",neutral
"Куртка оч крутая, теплая и красивая, молнии по бокам на случай, если поправишься! но для меня очень громостким оказался воротник и капюшон (( была бы эта модель без капюшона",positive
"Очень понравилась 👌🏻яркая необычная самое то на долгую зиму.Материал очень даже приличный,плотненький в меру.Сама курточка легкая,очень комфортная. Заказала на свой 44(38-42)комфортно но немного тесновато в рукавах… не критично. Заказала 44-50 хочу сравнить. Оставлю себе по любому какую нибудь из двух. Очень жду зимы 😉",positive
"Расцветка куртки действительно очень красивая. Качество ткани тоже. Утеплитель равномерно проложен. Куртка толстая, теплая. Но в размере 52-56 плечи очень широкие и делают фигуру квадратной. Зачем писать 3 размера? Это 56 размер. Никак не 52-ой. Я ношу 54 и то велика. У вещи должен быть один размер. Кому нужно, чтобы была побольше, возьмут на 2-3 размера больше. И еще не понравились молнии: в боках железная, а внутри тракторная крупная - выглядит ужасно! За такие деньги куртка должна быть гораздо продуманней. Отказ.",positive
"Знаете, что, господа производители? Это шик! Это оригинальность. Жаль фоточки не могу приложить, дочь в отказе, чтоб кто образ не повторил. А кто пишет дрянь всякую не ведитесь. 3 куртки заказывали, думала 2 заберём. К сожалению по тем отказ 😥. Себе другую крутяшку моднявую, чуть побольше, закажу. Спасибо",positive
"Курточка супер,но на мой высокий рост попу еле прикрывает! Эх,если бы эту модель сделали на 20см длиннее ,я была бы так счастлива!",positive
"Выражаю благодарность дизайнеру и швеям. Аккуратно, качественно, необычно! Заказала 2 разные на выбор. Итог-обе взяла. Такой праздник! Такие краски! Ношу примерно 48-50. Выбрала 52-56. Хотелось размахайку. Так и вышло. Объемная. Спасибо огромное!",positive
"Куртки просто супер пупер класс! Если честно заказала несколько на выбор, он оказался сложным))) Мягкие, теплые, красивый принт, легкие, шовчики ровные, в общем рекомендую однозначно. Остановилась на этой, потому что хотелось яркости, а еще в ней помимо кнопок, есть молния застежка.",positive
"Изначально думала снять капюшон, но по мере носки не стала снимать. Капюшон теплый, от прям достаточно толстый, я не ношу шапку , в нем тепло даже в минус 20 . Куртка очень очень теплая, в -10 даже потела в ней, хотя внизу была только футболка. Выглядит очень добротно и дорого, ткань не плащевка и не Болонь, матовая ткань но ничего на себя не цепляет. Сидит свободно но не выглядит как мешок, на мой рр 50-52-54 , вес 85 кг, сидит свободно , но в меру. Нигде не тянет не давит , садиться и ходить очень удобно и повторюсь, не выглядит как эти мешки огромные . Из 6 заказанных пуховиков выбрала этот и не могу нарадоваться ему, тем более за такую цену. Брала за 2750 а сейчас он еще и подешевел, берите! Не пожалеете! Качество тысяч на 10 у пуховика этого. Отличная куртка за свои деньги, берите не пожалеете! Минусов нет",positive
"Читая отзывы что куртка тонкая, переживала. Но ожидания оправдались. Довольно комфортно в ней в - 20, можно одеть теплую кофту, наполнитель не сбивается, капюшон отлично прилегает к шее что защищает от ветра. За такие деньги вполне👍 Для меня туговата манжета на рукавах, хочется ослабить резинку.",positive
"Носить можно, фасон прикольный, но из-за минусов можно найти и лучше. Куртка теплая, в -15 проверяла, держит тепло, л на 50 точно Рукава впритык, после стирки чуть комкуется наполнитель, карманы ужасно маленькие",positive
Звезду снимать не буду так как куртка понравилась. Но очень не справедливо! заказывала в характеристики было указано 97% полиэстер и 13% мех енота. А получила куртку в составе пишут 100% полиэстер. Обидно ( Почему такой обман ?,positive
"Куртка пришла без этикеток , видно , что её примеряли много раз , не новая одним словом , возврат к сожалению. Нет этикеток",neutral
"Я очень полюбила эту куртку. Но после первой стирки она меня разочаровала, стирала как положено . По итогу везде торчащие нитки, наполнитель развеялся по всей куртке,где-то больше где-то меньше. И теперь стало в ней холодно .",positive
"Цена для такого качества очень завышена, ткань очень тонкая (тряпочка), при мокром снеге будет промокать. Сама куртка максиму демисезонная, но никак не зимняя. Не стала даже мерить. Отказ Цвет соответствует Пакет пришел не заклеянный, а завязанный узлом.",neutral
"Фасон Не знаю как в -30 заявленные типо тепло, но например в -16 рукам холодно, продувает. Мне не очень понравился качеством изделия. Вот в 0 до -10 точно нормально, но в морозы и тем более под 30 в нем холодно. Ещё к ткани всё липнет.",neutral
"Пуховик очень достойный, тёплый, красивый! Но на мой 52размер захотелось посвободнее, и мне повезло - случайным образом появился такой же в наличии 54 размер! Деньги вернули через 15 минут! Спасибо большое! Вы молодцы! ❤️",positive
"Пуховик качественно сделан, фасон стильный, но! Он абсолютно не на -30 однозначно, рукава набиты очень плохо, тонкие особенно на месте швов , там просто пусто! Карманы не флисовые, а обычный полиэстер и тонкая ткань типа бархата, фото карманов ине соответствует абсолютно. температурный режим максимум на -15 .",neutral
"Уважаемый продавец, зачем врать насчет тинсулейта, который нигде не указан, кроме как в карточке товара? Не стоит считать покупателя идиотом. Тинсулейт это полиэстер, да, но он тонкий. Естественно отказ. Наверное теплый, длинный смотрится хорошо Фурнитура: не понятно почему на черной молнии серебристые собачки, так же в плане дизайна смутили складки спереди возле молнии, я так понимаю это тоже элемент «суперстиля». Но самое главное: вранье насчет тинсулейта, кто ищет тонкий утеплитель - ищите дальше. Это полиэстер, так написано на всех бирках.",positive
"Пуховик мне понравился по внешнему виду, но если очень холодно, то он очень греет. Приходится под низ надевать дополнительные свитера.",positive
"Пуховик очень хороший. Теплый, удобный, тяжеленький. В -15 и водолазке совсем не холодно, а я очень мерзлявая. Рекомендую к покупке.",positive
"Пуховик отличного качества, вкючая ткань, наполнитель и фурнитуру. Очень удачный, интересный фасон, вытягивающий фигуру и, скрывающий недостатки. Теплый, удобный проверен при t - 25, всё отлично. Предполагаю, что для девушек роста от 170 см. Мне он длинноват, но оставила. Спасибо за качественный товар и быструю доставку. Рекомендую.",positive
"Качественная ткань ровной окраски, хорошо скользящие молнии. Полуприталенный по талии - выглядит элегантно. Воротник и капюшон хорошо закрывают, есть стягивающий шнутор. Удобно что карманы на молниях и карманы под удобным углом. Утеплителя много (толстые квадраты), но это не делает пальто мешковатым - купила размер 52 (на мой ОБ 120) - просто тыкнула в этот размер интутивно - село отлично. На улицу еще не надевала - только сегодня купила - ни про продуваемость ткани ни про утеплитель пока ничего сказать не могу",positive
"Отличная куртка!!! 🔥 Качество, цвет - все понравилось. Ношу уже 2-й месяц. Стирала один раз, не садится, цвет не меняет, как новая. Спасибо продавцу за товар и wb за доставку.",positive
"Лёгкая демисезонная курточка модного нынче шоколадного цвета. Я выбрала его просто потому, что все остальные куртки у меня чёрные и захотелось их разбавить. Из плюсов - удобные манжеты, карманы (обычные и на молнии), внутренний карман на левой стороне, капюшон, высокий воротник, длина куртки на мой рост 172 см удачная, мягкое место прикрывает. Для утренней мартовской (пока еще минусовой) температуры подходит. Из минусов отмечу запах (ушел за несколько дней) и вылезающий из швов синтепон. Может со временем носки это пройдёт, но пока лезет небольшими кусочками. Торчащие нитки были, дома сама их срезала.",positive
"Четыре кармана ,два на замке глубокие. Два немного меньше. Подошла по размеру. Цвет как на карточке товара Капюшон не отстёгивается. Прошивка на одном рукаве немного затянута .",positive
"Куртка хорошая, качественная. Но не смотря на то что цвет модный😆 это просто не мой цвет в сожалению. А так курточка классная Хорошая",positive
"Куртка очень понравилась. Качество отличное. Пришла так хорошо упакована. В вакуумной упаковке, в коробочке. Лёгкая по весу, приятная ткань. Всё соответствует описанию. Рекомендую продавца 👍. Спасибо большое.",positive
"Хорошая ,стильная курточка.Пришла в коробочке и зип пакете.Солидная упаковка,спасибо продавцу за хорошее отношение к покупателю.Очень довольна покупкой.Цвет просто космос у курточки.Спасибо!",positive
"Очень понравилась. По размеру тик в тик. Наполнитель самое то на весну. Цвет приятный, приглушенный. Ткань не дешевая блестящая, а матовая. Сшито все ровно шикарно. Упаковано как коробка конфет, даже не подумаешь что туда куртка поместится) я очень довольна. Большое спасибо производителю",positive
"Куртка сидит хорошо, сшита добротно. Цвет заметно отличается от фото, воспитанные люди называют такой цвет туалетно-коричневый. Не поняла идею упаковать куртку в вакуумный пакет, запихнуть обратно в тонкую коробку без пылесоса не возможно, работник после проверки не стал заморачиваться и обмотал всё скотчем",neutral
"Очень велика т толстая, хотелось бы лёгкую, но тёплую , вообще очень сложно подобрать куртку , то одно не так то другое, очень жаль.",neutral
"Эту фирму знаю не первый год! До этого покупала лет семь назад у них пуховик , и ей вообще ничего , со временем стала маловата , взяла куртку и.к знаю эту фирму , качество на высоте !!! Качество , пошив Нет",positive
"Моё самое удачное приобретение из последних покупок)) Обычно ношу 44-46, куртка подошла 42 - свободная Куртка очень комфортная, тёплая, удобный капюшон. И очень стильная. Я очень довольна, спасибо производителю 💛 Очень тёплая и красивая Нет",positive
"Капюшон неудобный, тонкий по плотности искусственный утеплитель, на морозец не подойдет. Цена не соответствует качеству и внешнему виду. Не рекомендую",negative
"На WB оказался дороже аж на 3000,чем в магазине(не было нужного размера) Красивый цвет. Продувается.Сильно большемерит.Хорошо что предварительно померяла в магазине.На 46 взяла 42 и то свободный.",positive
На фото выглядит как прямой крой. По факту овер. Плюс пришёл грязный на рукавах и по низу. Хотя замок запечатан.,positive
"Качество на высоте, как и всегда у Аляски. Люблю эту фирму. Ношу пуховик этой фирмы 2й год. Но мне к сожалению 44 размер оказался великоват. И рост нужно иметь повыше.",positive
"Широкая, размеру не соответствует. Чтобы точно попасть в рпзмер - заказала 46-й (свой) 4-й и 42-й. Очень широкая в спине. Там две меня поместится. А 42-й тоже широко в спине, но ещё и рукава короткие. Качество хорошее, но что с того?",negative
Куртка офигенного качества. Но она огромная. Брала по отзывам на 2 размера меньше а она всё равно сильно большая. Очень жаль.,positive
"Куртка огонь! Очень впечетлила меня ткань она мягкая и плотная, приятная на ощупь, не шурщащий болонь (попыталась передать на фото) Карманы удобные, капюшон глубокий. Утепленнная, на весну отличный вариант. Сидит свободно, но идёт в размер. Остановилась на черной этой же модели Все понравилось!",positive
"Зимой тепло, от ветра защищает, швы все качественные и фурнитура тоже Цвет не такой яркий. На мой взгляд, не хватает для вентиляции отверстий или замочков подмышками. Если вспотела, то так и ходишь с мокрыми подмыхами. А так как внутри синтетика, то потеешь быстро.",positive
"Цвет не такой насыщенный как на фото. Наполнитель распределён неравномерно. В промежутках между ""пакетами"" пустоты. В рукаве был огромный комок. Сама ткань пуховика неплохого качества, плотная, не шуршит, не тянется складками. Ткань из которой сшит пуховик Цвет. Наполнитель.",neutral
"На рост 170 взяла 48 размер. Больше из-за обхвата бёдер (у меня он 100см) 46 размер по рукавам тоже подходил, но слишком в облипку по бёдрам. Ткань внешняя плотная и воду не впитывает (во всяком случае быстро). На видео под краном проверяла. На ощупь толстеньких, но на морозе не проверяла Пришёл пуховик лишь в фирменной сумке и никакого сверху пакета. На сумке был порез, но на товаре все цело.",positive
"По размеру подошёл 48-50 (XL) на ОГ 106. По модели всё так, как ожидалось, стройнит, цвет немного глуше, чем ожидалось, но не критично. В отзывах - мало наполнителя по плечевому поясу и рукавам, что на самом деле так. Сэкономлено. Он не полотном, поэтому опускается, нужно подбивать. В некоторых местах получается только слой верха и подклада. Как будет держать тепло в -30, не понятно. Взяла на следующий сезон т.к. понравилась модель, внутренний флисовый воротник. Сейчас уже не проверишь, остается только надеяться.",positive
"Заказывала 4 разных расцветки, этот даже мерить не стала, из за цвета, в итоге только он и подошел, на фоне ярких этот цвет был тусклым, а в носке пригляделась, осень даже хорошо, приглушенный, дада рада что его выбрала, теплый, уютный, длинный, такой и хотела",positive
"Ничего не понравилось. Ни цвет, отличается совершенно от фото , не красивый , ни качество, нитки торчат, ткань дешёвая . Внизу наполнитель местами отсутствует. Товар очень низкого качества.",negative
"Отличная куртка, стройнит. По качеству нареканий 0. Ткань выглядит дорого. Цвет глубокий, красивый. На высокий рост (176) длина почти как на фото. Воротник отлично греет шею, ношу без шарфа. Фурнитура работает прекрасно, ничего не заедает. Плотно прилегают манжеты к рукам, порадовала и длина рукава, не выглядит подстреленым. В общем довольна, в мороз -24, под низ Майка и свитер не замерзла, хотя сама по себе жуткая мерзлячка)) Для меня маленький недостаток, что на воротнике, где замок, нет подклада. И на морозе сам замок охлаждается и неприятно подбородку, холодит.",positive
"Хорошее стильное современное пальто. Сидит свободно, движений не стесняет. На мне смотрится немного мешковато, но зато есть возможность что-то поддеть. Выбрала другую модель, но эта тоже неплохая.",positive
"Теплый, красивый цвет Очень не понравился крой сбоку, где начинаются кнопки, на фото видно, низ пуховика делает некрасивый угол, возврат только по этой причине",positive
"Ношу уже 2 недели. Я влюбилась в этот пуховик! Цвет классный, а качество🔥Сама ткань хорошая, все классно прошито, удобные клепки по бокам. Покупала перед сильными морозами, не замерзла в -27. Мой рост 158, длинный до икры, но мне так и хотелось на холодную зиму👍Не ожидала за такую цену такое качество! Видела на другой девочке цвет капучино, тоже красивый! Спасибо!",positive
"Хорошая ткань верха, аккуратные швы, достаточно плотная резинка- манжет. Теплое пальто, наполнение не топырщится, не вздувается, горлышко с внутренней стороны -приятная байка.",positive
"Великолепный пуховичек) однозначно 5 звезд, заказала два, очень долго мучилась в выборе между винным и шоколадным 😭🤎 в итоге все таки шоколад, но винный тоже цвет сногсшибательный 🌹",positive
"Пуховик очень понравился, хорошо смотрится, воротник 🔥, но руки и плечи мерзнут, очень мало наполнителя, придется сдавать, очень жаль... Длина, крой, цвет, воротник Мало наполнителя в плечах и рукавах",positive
"Пуховик качественный,на кнопках , красивый серый цвет, мне на ОГ 95 размер 46 не подошёл, перезаказала 48 размер. Пуховик на тёплую зиму. Качество, цвет.",positive
"Пуховик очень понравился. Качественно пошит, красивый серый цвет, необычный фасон и самое главное смотрится аккуратно не охально. То, что давно искала. Идет в размер. Даже при росте 160 смотрится хорошо. Спасибо производителю и продавцу, доставили быстро. Однозначно рекомендую.",positive
"Надеюсь будет в носке удобной и теплой, проверю только в следующую зиму. Хорошо прошито, материал, фасон как рубашка Все так!",positive
"Куртка оверсайз, берите свой размер, чтоб смотрелась, как задумано производителем. Она и должна быть свободно. Легкая, качественно прошиты швы. Думаю до -10 будет не холодно. Это однозначно зима, только евро! Я не взяла, так как заказала не свой размер, моего не было в наличии.",positive
"Куртка в целом понравилась, качество хорошее, но цвет матовой ткани- ставок на плечах и рукавах какой-то более бежевый, на фото более розовый. Но мне понравилось и так. Узкое горло",positive
"Ужасные резинки на рукавах, не вшитые, а просто вставлены в манжет, впервые такое вижу в куртке, как в самых дешёвых трениках. В остальном такая же, как у другого продавца.",positive
"Куртка понравилась, нежно розовый цвет, брала на зиму два размера M u S, поэтому забрала М чтобы можно было одевать под низ что-нибудь тёплое и толстое 😊",positive
"Все. Размер в размер. У меня48, выкупила 50. Свободно, комфортно. Можно поддеть под зимнюю толстовку. Отличный товар рекомендую 👍 продавца спасибо. Мягкая, лёгкая.",positive
"Хорошая курточка. Приятный цвет. На рукавах резинка разная, одна шире, вторая узкая. Отказ в пользу друго. Села лучше. Качество, цвет, модель. Разная ширина резинок на рукавах.",positive
"Благодарю. Куртка хорошая. Мне всё понравилось.Во время примерки поняла, что вещь очень тёплая. Но я перестраховалась и заказала на размер больше 46р(у меня 44р) потому пуховик для меня оказался велик, особенно в рукавах.",positive
"То, что мне было нужно. Удобная базовая длинная куртка на зиму. Ничего лишнего. Очень теплая, молния хорошо работает. Двойные карманы - очень удобно. Высокий воротник-капюшон, не нужно шарф.",positive
"Очень удобный. Единственное, когда садишься в машину, приходится подол поднимать, чтобы не испачкать. Но это все мелочи. Очень понравились карманы- есть обычные, вставил руки и пошел, а еще дополнительные на молнии, для ключей или чего-то, что не хочется потерять. Конечно, на -30 он не рассчитан, сегодня было -28 и в нем было достаточно прохладно, не скажу, что замерзла, но холод ощущался, хотя я была в свитере. В целом, мне все понравилось. На рост 160 он до середины голени. На вес 60 кг подошел 46 размер",positive
"Живу на Юге, собирались в командировку в Мурманск в апреле. Выбирала пуховик специально, что б удобно, под разный стиль одежды нормально смотрится. Не холодный. Очень удобный. В общем довольна покупкой! Качество, стильный фасон, удобные элементы - капюшон с регулировкой, молния+ кнопки, карманы. Хорошая длина. За эту цену вообще отлично. Не нашла недостатков",positive
"Ну за такую цену неплохая, просто мне нужен очень тёплый пуховик. Зимы у нас холодные. Фасон, удобная легкая. Но на морозы вряд ли, набивка плохая, кое где пусто.",positive
"Только подмена, толи такое качество у вас ужасное было… Ничего Упаковка открыта, куртка ни на какой сезон не подходит, пуха внутри мало и не равномерно, объем большой, как будто накачали её",neutral
"Спасибо продавцу,мне понравилось,за такую сумму не купишь,у меня размер 52, взяла 46 размер,мне подошло,кто участвовал отправки большое спасибо, упаковано хорошо,пришло раньше, покупайте думаю не пожалеете, очень лёгкая, незнаю как будет зимой,пока всё нравится.",positive
Но все равно взяла. Мне ездить на природу очень даже будет хорошо. И длина и ворот-капюшон очень удобный . За такую цену просто 👍  На рост 166 см и 46 размер рукава чуть коротковаты,positive
"Куртка очень легкая и в тоже время тёплая. Также понравился цвет и качество. Объёмный капюшон, который превращается в объёмный не продуваемый воротник. Для меня это очень важно! Люблю чувствовать себя уютно в ветренную погоду. Спасибо!",positive
"Наконец мы с ней встретились. Это седьмая Курта, которая мне подошла. Большемерит. На 48 подошёл самый маленький размер. Куртка отличная. Лёгкая. Здорово,что будет закрыт подбородок. Цвет хотела именно такой. Надеюсь будущая зима меня будет греть.",positive
"Хороший, легкий, теплый, сидит красиво. По отзывам ожидала, что маломерит и взяла на размер больше, а по факту он в размер и оказался велик",positive
